audio_id,class_label,split,quality,duration
AUD-001161,Animal Sound,val,Good,5.0
AUD-001162,Animal Sound,val,Acceptable,5.0
AUD-001163,Animal Sound,train,Acceptable,5.0
AUD-001164,Animal Sound,train,Good,5.0
AUD-001165,Animal Sound,train,Good,5.0
AUD-001166,Animal Sound,train,Good,5.0
AUD-001167,Animal Sound,train,Poor,5.0
AUD-001168,Animal Sound,train,Good,5.0
AUD-001169,Animal Sound,train,Acceptable,5.0
AUD-001170,Animal Sound,train,Good,5.0
AUD-001171,Animal Sound,train,Good,5.0
AUD-001172,Animal Sound,train,Good,5.0
AUD-001173,Animal Sound,train,Good,5.0
AUD-001174,Animal Sound,train,Good,5.0
AUD-001175,Animal Sound,train,Good,5.0
AUD-001176,Animal Sound,train,Good,5.0
AUD-001177,Animal Sound,train,Good,5.0
AUD-001178,Animal Sound,train,Acceptable,5.0
AUD-001179,Animal Sound,train,Good,5.0
AUD-001180,Animal Sound,train,Good,5.0
AUD-001181,Animal Sound,test,Good,5.0
AUD-001182,Animal Sound,val,Good,5.0
AUD-001183,Animal Sound,train,Good,5.0
AUD-001184,Animal Sound,test,Good,5.0
AUD-001185,Animal Sound,train,Good,5.0
AUD-001186,Animal Sound,train,Acceptable,5.0
AUD-001187,Animal Sound,train,Acceptable,5.0
AUD-001188,Animal Sound,val,Acceptable,5.0
AUD-001189,Animal Sound,val,Good,5.0
AUD-001190,Animal Sound,train,Good,5.0
AUD-001191,Animal Sound,train,Good,5.0
AUD-001192,Animal Sound,train,Good,5.0
AUD-001193,Animal Sound,train,Acceptable,5.0
AUD-001194,Animal Sound,train,Poor,5.0
AUD-001195,Animal Sound,train,Good,5.0
AUD-001196,Animal Sound,train,Acceptable,5.0
AUD-001197,Animal Sound,train,Good,5.0
AUD-001198,Animal Sound,train,Good,5.0
AUD-001199,Animal Sound,val,Good,5.0
AUD-001200,Animal Sound,val,Good,5.0
AUD-001201,Animal Sound,train,Acceptable,5.0
AUD-001202,Animal Sound,train,Good,5.0
AUD-001203,Animal Sound,train,Good,5.0
AUD-001204,Animal Sound,train,Good,5.0
AUD-001205,Animal Sound,train,Poor,5.0
AUD-001206,Animal Sound,train,Acceptable,5.0
AUD-001207,Animal Sound,train,Poor,5.0
AUD-001208,Animal Sound,val,Acceptable,5.0
AUD-001209,Animal Sound,train,Good,5.0
AUD-001210,Animal Sound,test,Good,5.0
AUD-001211,Animal Sound,val,Good,5.0
AUD-001212,Animal Sound,train,Good,5.0
AUD-001213,Animal Sound,train,Good,5.0
AUD-001214,Animal Sound,train,Good,5.0
AUD-001215,Animal Sound,train,Good,5.0
AUD-001216,Animal Sound,train,Good,5.0
AUD-001217,Animal Sound,train,Poor,5.0
AUD-001218,Animal Sound,train,Good,5.0
AUD-001219,Animal Sound,train,Acceptable,5.0
AUD-001220,Animal Sound,train,Good,5.0
AUD-001221,Animal Sound,test,Good,5.0
AUD-001222,Animal Sound,train,Acceptable,5.0
AUD-001223,Animal Sound,test,Good,5.0
AUD-001224,Animal Sound,train,Acceptable,5.0
AUD-001225,Animal Sound,train,Good,5.0
AUD-001226,Animal Sound,train,Acceptable,5.0
AUD-001227,Animal Sound,train,Acceptable,5.0
AUD-001228,Animal Sound,val,Acceptable,5.0
AUD-001229,Animal Sound,train,Acceptable,5.0
AUD-001230,Animal Sound,test,Acceptable,5.0
AUD-001231,Animal Sound,train,Poor,5.0
AUD-001232,Animal Sound,val,Good,5.0
AUD-001233,Animal Sound,train,Good,5.0
AUD-001234,Animal Sound,train,Acceptable,5.0
AUD-001235,Animal Sound,train,Good,5.0
AUD-001236,Animal Sound,train,Good,5.0
AUD-001237,Animal Sound,train,Good,5.0
AUD-001238,Animal Sound,train,Good,5.0
AUD-001239,Animal Sound,test,Acceptable,5.0
AUD-001240,Animal Sound,train,Good,5.0
AUD-001241,Animal Sound,test,Acceptable,5.0
AUD-001242,Animal Sound,train,Good,5.0
AUD-001243,Animal Sound,train,Good,5.0
AUD-001244,Animal Sound,val,Good,5.0
AUD-001245,Animal Sound,test,Good,5.0
AUD-001246,Animal Sound,train,Good,5.0
AUD-001247,Animal Sound,test,Good,5.0
AUD-001248,Animal Sound,train,Good,5.0
AUD-001249,Animal Sound,test,Good,5.0
AUD-001250,Animal Sound,train,Good,5.0
AUD-001251,Animal Sound,train,Acceptable,5.0
AUD-001252,Animal Sound,test,Acceptable,5.0
AUD-001253,Animal Sound,train,Acceptable,5.0
AUD-001254,Animal Sound,train,Acceptable,5.0
AUD-001255,Animal Sound,val,Good,5.0
AUD-001256,Animal Sound,train,Good,5.0
AUD-001257,Animal Sound,train,Good,5.0
AUD-001258,Animal Sound,train,Good,5.0
AUD-001259,Animal Sound,val,Acceptable,5.0
AUD-001260,Animal Sound,train,Acceptable,5.0
AUD-001261,Animal Sound,train,Good,5.0
AUD-001262,Animal Sound,train,Good,5.0
AUD-001263,Animal Sound,train,Good,5.0
AUD-001264,Animal Sound,train,Good,5.0
AUD-001265,Animal Sound,test,Good,5.0
AUD-001266,Animal Sound,train,Good,5.0
AUD-001267,Animal Sound,train,Good,5.0
AUD-001268,Animal Sound,train,Good,5.0
AUD-001269,Animal Sound,val,Good,5.0
AUD-001270,Animal Sound,train,Acceptable,5.0
AUD-001271,Animal Sound,train,Acceptable,5.0
AUD-001272,Animal Sound,train,Good,5.0
AUD-001273,Animal Sound,val,Acceptable,5.0
AUD-001274,Animal Sound,train,Good,5.0
AUD-001275,Animal Sound,test,Acceptable,5.0
AUD-001276,Animal Sound,train,Acceptable,5.0
AUD-001277,Animal Sound,val,Acceptable,5.0
AUD-001278,Animal Sound,train,Acceptable,5.0
AUD-001279,Animal Sound,train,Acceptable,5.0
AUD-001280,Animal Sound,train,Acceptable,5.0
AUD-001281,Animal Sound,train,Poor,5.0
AUD-001282,Animal Sound,train,Good,5.0
AUD-001283,Animal Sound,train,Good,5.0
AUD-001284,Animal Sound,train,Good,5.0
AUD-001285,Animal Sound,train,Acceptable,5.0
AUD-001286,Animal Sound,test,Good,5.0
AUD-001287,Animal Sound,train,Good,5.0
AUD-001288,Animal Sound,train,Good,5.0
AUD-001289,Animal Sound,val,Good,5.0
AUD-001290,Animal Sound,val,Good,5.0
AUD-001291,Animal Sound,train,Acceptable,5.0
AUD-001292,Animal Sound,train,Acceptable,5.0
AUD-001293,Animal Sound,val,Poor,5.0
AUD-001294,Animal Sound,train,Good,5.0
AUD-001295,Animal Sound,train,Good,5.0
AUD-001296,Animal Sound,train,Good,5.0
AUD-001297,Animal Sound,val,Good,5.0
AUD-001298,Animal Sound,test,Acceptable,5.0
AUD-001299,Animal Sound,train,Good,5.0
AUD-001300,Animal Sound,train,Good,5.0
AUD-001301,Animal Sound,train,Good,5.0
AUD-001302,Animal Sound,train,Good,5.0
AUD-001303,Animal Sound,train,Good,5.0
AUD-001304,Animal Sound,train,Acceptable,5.0
AUD-001305,Animal Sound,val,Good,5.0
AUD-001306,Animal Sound,train,Good,5.0
AUD-001307,Animal Sound,val,Good,5.0
AUD-001308,Animal Sound,train,Good,5.0
AUD-001309,Animal Sound,train,Good,5.0
AUD-001310,Animal Sound,train,Good,5.0
AUD-001311,Animal Sound,val,Good,5.0
AUD-001312,Animal Sound,val,Acceptable,5.0
AUD-001313,Animal Sound,train,Acceptable,5.0
AUD-001314,Animal Sound,train,Good,5.0
AUD-001315,Animal Sound,train,Good,5.0
AUD-001316,Animal Sound,test,Poor,5.0
AUD-001317,Animal Sound,train,Good,5.0
AUD-001318,Animal Sound,train,Good,5.0
AUD-001319,Animal Sound,test,Good,5.0
AUD-001320,Animal Sound,train,Good,5.0
AUD-001321,Animal Sound,train,Good,5.0
AUD-001322,Animal Sound,test,Good,5.0
AUD-001323,Animal Sound,train,Good,5.0
AUD-001324,Animal Sound,test,Good,5.0
AUD-001325,Animal Sound,train,Good,5.0
AUD-001326,Animal Sound,train,Good,5.0
AUD-001327,Animal Sound,train,Good,5.0
AUD-001328,Animal Sound,val,Good,5.0
AUD-001329,Animal Sound,train,Good,5.0
AUD-001330,Animal Sound,train,Good,5.0
AUD-001331,Animal Sound,test,Good,5.0
AUD-001332,Animal Sound,train,Good,5.0
AUD-001333,Animal Sound,train,Good,5.0
AUD-001334,Animal Sound,test,Good,5.0
AUD-001335,Animal Sound,test,Good,5.0
AUD-001336,Animal Sound,val,Acceptable,5.0
AUD-001337,Animal Sound,val,Acceptable,5.0
AUD-001338,Animal Sound,val,Acceptable,5.0
AUD-001339,Animal Sound,train,Acceptable,5.0
AUD-001340,Animal Sound,train,Acceptable,5.0
AUD-001341,Animal Sound,train,Good,5.0
AUD-001342,Animal Sound,test,Good,5.0
AUD-001343,Animal Sound,train,Good,5.0
AUD-001344,Animal Sound,train,Good,5.0
AUD-001345,Animal Sound,val,Good,5.0
AUD-001346,Animal Sound,test,Poor,5.0
AUD-001347,Animal Sound,train,Good,5.0
AUD-001348,Animal Sound,train,Acceptable,5.0
AUD-001349,Animal Sound,train,Good,5.0
AUD-001350,Animal Sound,test,Good,5.0
AUD-001351,Animal Sound,val,Poor,5.0
AUD-001352,Animal Sound,train,Acceptable,5.0
AUD-001353,Animal Sound,test,Acceptable,5.0
AUD-001354,Animal Sound,train,Acceptable,5.0
AUD-001355,Animal Sound,train,Acceptable,5.0
AUD-001356,Animal Sound,train,Good,5.0
AUD-001357,Animal Sound,train,Good,5.0
AUD-001358,Animal Sound,train,Acceptable,5.0
AUD-001359,Animal Sound,train,Acceptable,5.0
AUD-001360,Animal Sound,train,Good,5.0
AUD-001361,Animal Sound,train,Good,5.0
AUD-001362,Animal Sound,test,Good,5.0
AUD-001363,Animal Sound,train,Good,5.0
AUD-001364,Animal Sound,train,Good,5.0
AUD-001365,Animal Sound,test,Good,5.0
AUD-001366,Animal Sound,val,Good,5.0
AUD-001367,Animal Sound,train,Acceptable,5.0
AUD-001368,Animal Sound,train,Acceptable,5.0
AUD-001369,Animal Sound,train,Acceptable,5.0
AUD-001370,Animal Sound,train,Acceptable,5.0
AUD-001371,Animal Sound,train,Acceptable,5.0
AUD-001372,Animal Sound,train,Acceptable,5.0
AUD-001373,Animal Sound,train,Good,5.0
AUD-001374,Animal Sound,train,Good,5.0
AUD-001375,Animal Sound,train,Good,5.0
AUD-001376,Animal Sound,val,Good,5.0
AUD-001377,Animal Sound,train,Good,5.0
AUD-001378,Animal Sound,train,Good,5.0
AUD-001379,Animal Sound,test,Good,5.0
AUD-001380,Animal Sound,train,Good,5.0
AUD-001381,Animal Sound,test,Good,5.0
AUD-001382,Animal Sound,train,Good,5.0
AUD-001383,Animal Sound,train,Good,5.0
AUD-001384,Animal Sound,train,Good,5.0
AUD-001385,Animal Sound,test,Good,5.0
AUD-001386,Animal Sound,train,Good,5.0
AUD-001387,Animal Sound,train,Acceptable,5.0
AUD-001388,Animal Sound,train,Acceptable,5.0
AUD-001389,Animal Sound,train,Good,5.0
AUD-001390,Animal Sound,test,Acceptable,5.0
AUD-001391,Animal Sound,train,Acceptable,5.0
AUD-001392,Animal Sound,val,Good,5.0
AUD-001393,Animal Sound,val,Acceptable,5.0
AUD-001394,Animal Sound,train,Acceptable,5.0
AUD-001395,Animal Sound,test,Acceptable,5.0
AUD-001396,Animal Sound,train,Acceptable,5.0
AUD-001397,Animal Sound,train,Acceptable,5.0
AUD-001398,Animal Sound,train,Good,5.0
AUD-001399,Animal Sound,train,Good,5.0
AUD-001400,Animal Sound,train,Good,5.0
AUD-001401,Animal Sound,train,Good,5.0
AUD-001402,Animal Sound,val,Good,5.0
AUD-001403,Animal Sound,train,Good,5.0
AUD-001404,Animal Sound,train,Good,5.0
AUD-001405,Animal Sound,train,Good,5.0
AUD-001406,Animal Sound,train,Good,5.0
AUD-001407,Animal Sound,train,Good,5.0
AUD-001408,Animal Sound,val,Poor,5.0
AUD-001409,Animal Sound,train,Acceptable,5.0
AUD-001410,Animal Sound,val,Good,5.0
AUD-001411,Animal Sound,train,Acceptable,5.0
AUD-001412,Animal Sound,train,Good,5.0
AUD-001413,Animal Sound,train,Good,5.0
AUD-001414,Animal Sound,train,Good,5.0
AUD-001415,Animal Sound,train,Good,5.0
AUD-001416,Animal Sound,train,Acceptable,5.0
AUD-001417,Animal Sound,test,Good,4.0
AUD-001418,Animal Sound,val,Good,4.0
AUD-001419,Animal Sound,test,Good,4.0
AUD-001420,Animal Sound,train,Good,4.0
AUD-001421,Animal Sound,test,Good,4.0
AUD-001422,Animal Sound,train,Good,4.0
AUD-001423,Animal Sound,train,Good,3.1
AUD-001424,Animal Sound,train,Good,4.0
AUD-001425,Animal Sound,train,Good,4.0
AUD-001426,Animal Sound,val,Acceptable,4.0
AUD-001427,Animal Sound,train,Acceptable,4.0
AUD-001428,Animal Sound,train,Good,4.0
AUD-001429,Animal Sound,train,Good,1.08
AUD-001430,Animal Sound,train,Good,4.0
AUD-001431,Animal Sound,train,Good,4.0
AUD-001432,Animal Sound,train,Good,4.0
AUD-001433,Animal Sound,train,Good,4.0
AUD-001434,Animal Sound,train,Good,4.0
AUD-001435,Animal Sound,val,Acceptable,4.0
AUD-001436,Animal Sound,train,Good,4.0
AUD-001437,Animal Sound,train,Good,4.0
AUD-001438,Animal Sound,test,Good,4.0
AUD-001439,Animal Sound,train,Good,4.0
AUD-001440,Animal Sound,train,Good,4.0
AUD-001441,Animal Sound,val,Poor,4.0
AUD-001442,Animal Sound,train,Poor,4.0
AUD-001443,Animal Sound,train,Good,4.0
AUD-001444,Animal Sound,train,Good,4.0
AUD-001445,Animal Sound,train,Good,4.0
AUD-001446,Animal Sound,train,Good,4.0
AUD-001447,Animal Sound,train,Good,4.0
AUD-001448,Animal Sound,train,Good,0.676
AUD-001449,Animal Sound,train,Good,1.119
AUD-001450,Animal Sound,train,Good,4.0
AUD-001451,Animal Sound,test,Good,4.0
AUD-001452,Animal Sound,train,Good,4.0
AUD-001453,Animal Sound,val,Good,4.0
AUD-001454,Animal Sound,train,Good,4.0
AUD-001455,Animal Sound,train,Good,4.0
AUD-001456,Animal Sound,train,Good,4.0
AUD-001457,Animal Sound,test,Good,4.0
AUD-001458,Animal Sound,train,Good,4.0
AUD-001459,Animal Sound,test,Good,4.0
AUD-001460,Animal Sound,train,Good,1.259
AUD-001461,Animal Sound,train,Acceptable,4.0
AUD-001462,Animal Sound,val,Poor,4.0
AUD-001463,Animal Sound,test,Good,1.067
AUD-001464,Animal Sound,train,Acceptable,4.0
AUD-001465,Animal Sound,train,Poor,0.77
AUD-001466,Animal Sound,test,Good,2.13
AUD-001467,Animal Sound,train,Good,1.83
AUD-001468,Animal Sound,train,Good,0.75
AUD-001469,Animal Sound,train,Good,4.0
AUD-001470,Animal Sound,train,Good,4.0
AUD-001471,Animal Sound,train,Good,4.0
AUD-001472,Animal Sound,train,Good,4.0
AUD-001473,Animal Sound,train,Good,0.73
AUD-001474,Animal Sound,train,Good,1.2
AUD-001475,Animal Sound,test,Good,4.0
AUD-001476,Animal Sound,train,Good,4.0
AUD-001477,Animal Sound,train,Good,4.0
AUD-001478,Animal Sound,train,Good,4.0
AUD-001479,Animal Sound,train,Acceptable,4.0
AUD-001480,Animal Sound,train,Acceptable,4.0
AUD-001481,Animal Sound,train,Good,4.0
AUD-001482,Animal Sound,test,Good,4.0
AUD-001483,Animal Sound,train,Good,4.0
AUD-001484,Animal Sound,test,Good,4.0
AUD-001485,Animal Sound,train,Good,4.0
AUD-001486,Animal Sound,val,Poor,3.117
AUD-001487,Animal Sound,train,Good,4.0
AUD-001488,Animal Sound,train,Good,4.0
AUD-001489,Animal Sound,train,Good,4.0
AUD-001490,Animal Sound,val,Good,4.0
AUD-001491,Animal Sound,train,Good,4.0
AUD-001492,Animal Sound,train,Good,3.69
AUD-001493,Animal Sound,train,Good,4.0
AUD-001494,Animal Sound,train,Good,4.0
AUD-001495,Animal Sound,train,Good,1.14
AUD-001496,Animal Sound,train,Good,4.0
AUD-001497,Animal Sound,val,Good,4.0
AUD-001498,Animal Sound,train,Good,4.0
AUD-001499,Animal Sound,train,Good,4.0
AUD-001500,Animal Sound,train,Good,4.0
AUD-001501,Animal Sound,val,Good,4.0
AUD-001502,Animal Sound,train,Good,1.0
AUD-001503,Animal Sound,train,Good,4.0
AUD-001504,Animal Sound,train,Good,4.0
AUD-001505,Animal Sound,train,Good,4.0
AUD-001506,Animal Sound,train,Good,4.0
AUD-001507,Animal Sound,train,Good,4.0
AUD-001508,Animal Sound,train,Good,1.41
AUD-001509,Animal Sound,train,Good,2.378
AUD-001510,Animal Sound,train,Acceptable,1.18
AUD-001511,Animal Sound,train,Good,1.087
AUD-001512,Animal Sound,train,Good,1.859
AUD-001513,Animal Sound,train,Good,4.0
AUD-001514,Animal Sound,train,Good,4.0
AUD-001515,Animal Sound,train,Acceptable,1.035
AUD-001516,Animal Sound,train,Good,1.06
AUD-001517,Animal Sound,train,Good,1.35
AUD-001518,Animal Sound,train,Good,1.32
AUD-001519,Animal Sound,val,Acceptable,4.0
AUD-001520,Animal Sound,test,Good,3.509
AUD-001521,Animal Sound,train,Acceptable,1.989
AUD-001522,Animal Sound,test,Good,1.677
AUD-001523,Animal Sound,train,Acceptable,1.7
AUD-001524,Animal Sound,test,Good,2.648
AUD-001525,Animal Sound,train,Good,1.86
AUD-001526,Animal Sound,train,Good,4.0
AUD-001527,Animal Sound,test,Good,4.0
AUD-001528,Animal Sound,train,Good,0.597
AUD-001529,Animal Sound,val,Acceptable,4.0
AUD-001530,Animal Sound,train,Good,4.0
AUD-001531,Animal Sound,train,Good,4.0
AUD-001532,Animal Sound,val,Good,4.0
AUD-001533,Animal Sound,train,Acceptable,0.65
AUD-001534,Animal Sound,test,Good,0.94
AUD-001535,Animal Sound,train,Good,4.0
AUD-001536,Animal Sound,test,Good,4.0
AUD-001537,Animal Sound,train,Good,4.0
AUD-001538,Animal Sound,train,Good,4.0
AUD-001539,Animal Sound,train,Good,4.0
AUD-001540,Animal Sound,val,Good,4.0
AUD-001541,Animal Sound,val,Good,4.0
AUD-001542,Animal Sound,val,Good,4.0
AUD-001543,Animal Sound,train,Good,0.757
AUD-001544,Animal Sound,train,Acceptable,4.0
AUD-001545,Animal Sound,train,Acceptable,4.0
AUD-001546,Animal Sound,train,Acceptable,4.0
AUD-001547,Animal Sound,train,Acceptable,4.0
AUD-001548,Animal Sound,test,Acceptable,4.0
AUD-001549,Animal Sound,train,Poor,4.0
AUD-001550,Animal Sound,test,Good,4.0
AUD-001551,Animal Sound,train,Acceptable,4.0
AUD-001552,Animal Sound,train,Acceptable,4.0
AUD-001553,Animal Sound,val,Good,4.0
AUD-001554,Animal Sound,train,Good,4.0
AUD-001555,Animal Sound,train,Good,4.0
AUD-001556,Animal Sound,train,Good,4.0
AUD-001557,Animal Sound,train,Good,4.0
AUD-001558,Animal Sound,test,Good,4.0
AUD-001559,Animal Sound,val,Good,4.0
AUD-001560,Animal Sound,train,Good,4.0
AUD-001561,Animal Sound,train,Acceptable,4.0
AUD-001562,Animal Sound,test,Good,4.0
AUD-001563,Animal Sound,val,Good,4.0
AUD-001564,Animal Sound,val,Good,4.0
AUD-001565,Animal Sound,train,Good,4.0
AUD-001566,Animal Sound,val,Good,4.0
AUD-001567,Animal Sound,train,Poor,4.0
AUD-001568,Animal Sound,train,Good,4.0
AUD-001569,Animal Sound,train,Good,0.75
AUD-001570,Animal Sound,test,Good,0.75
AUD-001571,Animal Sound,train,Good,4.0
AUD-001572,Animal Sound,train,Good,4.0
AUD-001573,Animal Sound,train,Good,0.697
AUD-001574,Animal Sound,train,Good,4.0
AUD-001575,Animal Sound,test,Good,4.0
AUD-001576,Animal Sound,train,Good,4.0
AUD-001577,Animal Sound,train,Good,4.0
AUD-001578,Animal Sound,test,Good,4.0
AUD-001579,Animal Sound,test,Good,4.0
AUD-001580,Animal Sound,train,Poor,0.63
AUD-001581,Animal Sound,train,Good,4.0
AUD-001582,Animal Sound,train,Good,4.0
AUD-001583,Animal Sound,train,Good,4.0
AUD-001584,Animal Sound,train,Good,4.0
AUD-001585,Animal Sound,train,Good,0.76
AUD-001586,Animal Sound,train,Good,2.08
AUD-001587,Animal Sound,train,Good,4.0
AUD-001588,Animal Sound,train,Acceptable,0.55
AUD-001589,Animal Sound,test,Good,0.959
AUD-001590,Animal Sound,test,Good,4.0
AUD-001591,Animal Sound,train,Good,4.0
AUD-001592,Animal Sound,train,Good,4.0
AUD-001593,Animal Sound,train,Good,4.0
AUD-001594,Animal Sound,val,Good,4.0
AUD-001595,Animal Sound,train,Good,1.04
AUD-001596,Animal Sound,val,Good,4.0
AUD-001597,Animal Sound,train,Good,0.69
AUD-001598,Animal Sound,val,Good,1.939
AUD-001599,Animal Sound,train,Good,1.368
AUD-001600,Animal Sound,train,Good,1.248
AUD-001601,Animal Sound,test,Good,0.61
AUD-001602,Animal Sound,val,Good,0.736
AUD-001603,Animal Sound,train,Good,4.0
AUD-001604,Animal Sound,train,Acceptable,0.61
AUD-001605,Animal Sound,train,Good,0.627
AUD-001606,Animal Sound,train,Good,0.55
AUD-001607,Animal Sound,train,Good,0.588
AUD-001608,Animal Sound,train,Good,4.0
AUD-001609,Animal Sound,train,Good,4.0
AUD-001610,Animal Sound,train,Good,4.0
AUD-001611,Animal Sound,val,Good,4.0
AUD-001612,Animal Sound,train,Good,4.0
AUD-001613,Animal Sound,train,Good,4.0
AUD-001614,Animal Sound,train,Good,4.0
AUD-001615,Animal Sound,train,Good,4.0
AUD-001616,Animal Sound,train,Good,4.0
AUD-001617,Animal Sound,train,Good,1.16
AUD-001618,Animal Sound,train,Good,2.21
AUD-001619,Animal Sound,train,Good,2.178
AUD-001620,Animal Sound,test,Good,4.0
AUD-001621,Animal Sound,train,Good,4.0
AUD-001622,Animal Sound,val,Good,4.0
AUD-001623,Animal Sound,test,Good,4.0
AUD-001624,Animal Sound,train,Acceptable,1.008
AUD-001625,Animal Sound,train,Good,4.0
AUD-001626,Animal Sound,train,Good,4.0
AUD-001627,Animal Sound,train,Good,4.0
AUD-001628,Animal Sound,train,Good,4.0
AUD-001629,Animal Sound,val,Good,1.027
AUD-001630,Animal Sound,test,Good,4.0
AUD-001631,Animal Sound,train,Good,2.28
AUD-001632,Animal Sound,train,Good,0.7
AUD-001633,Animal Sound,train,Acceptable,2.769
AUD-001634,Animal Sound,test,Good,1.37
AUD-001635,Animal Sound,train,Good,1.695
AUD-001636,Animal Sound,train,Good,1.26
AUD-001637,Animal Sound,train,Good,4.0
AUD-001638,Animal Sound,val,Good,4.0
AUD-001639,Animal Sound,val,Good,4.0
AUD-001640,Animal Sound,test,Good,4.0
AUD-001641,Animal Sound,test,Acceptable,4.0
AUD-001642,Animal Sound,train,Good,1.41
AUD-001643,Animal Sound,train,Good,2.206
AUD-001644,Animal Sound,train,Good,1.61
AUD-001645,Animal Sound,train,Good,2.8
AUD-001646,Animal Sound,train,Poor,1.47
AUD-001647,Animal Sound,test,Good,3.66
AUD-001648,Animal Sound,train,Good,4.0
AUD-001649,Animal Sound,test,Good,4.0
AUD-001650,Animal Sound,val,Good,4.0
AUD-001651,Animal Sound,train,Good,4.0
AUD-001652,Animal Sound,train,Good,1.009
AUD-001653,Animal Sound,train,Good,0.607
AUD-001654,Animal Sound,train,Acceptable,1.29
AUD-001655,Animal Sound,test,Acceptable,1.84
AUD-001656,Animal Sound,train,Good,0.55
AUD-001657,Animal Sound,train,Good,3.189
AUD-001658,Animal Sound,train,Good,4.0
AUD-001659,Animal Sound,train,Good,0.92
AUD-001660,Animal Sound,train,Good,4.0
AUD-001661,Animal Sound,test,Good,2.77
AUD-001662,Animal Sound,val,Good,1.31
AUD-001663,Animal Sound,train,Good,4.0
AUD-001664,Animal Sound,train,Good,0.77
AUD-001665,Animal Sound,train,Good,0.539
AUD-001666,Animal Sound,train,Good,1.0
AUD-001667,Animal Sound,train,Good,4.0
AUD-001668,Animal Sound,train,Good,1.09
AUD-001669,Animal Sound,train,Good,4.0
AUD-001670,Animal Sound,train,Good,4.0
AUD-001671,Animal Sound,train,Good,4.0
AUD-001672,Animal Sound,train,Good,4.0
AUD-001673,Animal Sound,train,Good,4.0
AUD-001674,Animal Sound,train,Good,4.0
AUD-001675,Animal Sound,train,Acceptable,4.0
AUD-001676,Animal Sound,train,Good,4.0
AUD-001677,Animal Sound,train,Acceptable,4.0
AUD-001678,Animal Sound,train,Good,4.0
AUD-001679,Animal Sound,test,Acceptable,4.0
AUD-001680,Animal Sound,train,Good,4.0
AUD-001681,Animal Sound,train,Good,4.0
AUD-001682,Animal Sound,val,Good,4.0
AUD-001683,Animal Sound,val,Good,4.0
AUD-001684,Animal Sound,train,Good,3.907
AUD-001685,Animal Sound,train,Good,4.0
AUD-001686,Animal Sound,train,Acceptable,4.0
AUD-001687,Animal Sound,train,Good,0.885
AUD-001688,Animal Sound,test,Acceptable,4.0
AUD-001689,Animal Sound,test,Acceptable,4.0
AUD-001690,Animal Sound,train,Good,4.0
AUD-001691,Animal Sound,train,Good,4.0
AUD-001692,Animal Sound,train,Good,4.0
AUD-001693,Animal Sound,test,Good,1.216
AUD-001694,Animal Sound,train,Good,4.0
AUD-001695,Animal Sound,train,Good,4.0
AUD-001696,Animal Sound,train,Good,4.0
AUD-001697,Animal Sound,train,Good,4.0
AUD-001698,Animal Sound,val,Good,4.0
AUD-001699,Animal Sound,val,Good,4.0
AUD-001700,Animal Sound,val,Acceptable,4.0
AUD-001701,Animal Sound,test,Acceptable,4.0
AUD-001702,Animal Sound,train,Good,4.0
AUD-001703,Animal Sound,val,Good,4.0
AUD-001704,Animal Sound,train,Good,4.0
AUD-001705,Animal Sound,train,Good,4.0
AUD-001706,Animal Sound,train,Good,4.0
AUD-001707,Animal Sound,train,Acceptable,4.0
AUD-001708,Animal Sound,train,Acceptable,4.0
AUD-001709,Animal Sound,test,Good,4.0
AUD-001710,Animal Sound,train,Acceptable,4.0
AUD-001711,Animal Sound,train,Good,4.0
AUD-001712,Animal Sound,val,Good,0.516
AUD-001713,Animal Sound,train,Good,4.0
AUD-001714,Animal Sound,val,Good,4.0
AUD-001715,Animal Sound,test,Acceptable,4.0
AUD-001716,Animal Sound,train,Acceptable,4.0
AUD-001717,Animal Sound,train,Acceptable,4.0
AUD-001718,Animal Sound,train,Good,2.14
AUD-001719,Animal Sound,train,Good,2.55
AUD-001720,Animal Sound,val,Good,2.24
AUD-001721,Animal Sound,train,Good,1.086
AUD-001722,Animal Sound,test,Good,4.0
AUD-001723,Animal Sound,train,Good,4.0
AUD-001724,Animal Sound,train,Good,4.0
AUD-001725,Animal Sound,train,Good,3.04
AUD-001726,Animal Sound,train,Good,4.0
AUD-001727,Animal Sound,val,Good,4.0
AUD-001728,Animal Sound,train,Good,4.0
AUD-001729,Animal Sound,test,Good,4.0
AUD-001730,Animal Sound,train,Good,4.0
AUD-001731,Animal Sound,train,Good,4.0
AUD-001732,Animal Sound,val,Good,2.1
AUD-001733,Animal Sound,train,Good,4.0
AUD-001734,Animal Sound,train,Good,4.0
AUD-001735,Animal Sound,val,Good,4.0
AUD-001736,Animal Sound,train,Good,4.0
AUD-001737,Animal Sound,train,Good,4.0
AUD-001738,Animal Sound,train,Good,4.0
AUD-001739,Animal Sound,train,Good,4.0
AUD-001740,Animal Sound,train,Good,4.0
AUD-001741,Animal Sound,train,Good,4.0
AUD-001742,Animal Sound,train,Acceptable,1.41
AUD-001743,Animal Sound,train,Good,4.0
AUD-001744,Animal Sound,test,Good,4.0
AUD-001745,Animal Sound,train,Good,4.0
AUD-001746,Animal Sound,train,Good,4.0
AUD-001747,Animal Sound,train,Good,4.0
AUD-001748,Animal Sound,train,Good,4.0
AUD-001749,Animal Sound,train,Good,4.0
AUD-001750,Animal Sound,val,Good,4.0
AUD-001751,Animal Sound,train,Good,4.0
