audio_id,filename,original_filename,class_label,source,license,duration,sample_rate,channels,original_sample_rate,original_channels,environment,device,distance_m,is_augmented,parent_audio_id,augmentation,split,quality,sha256,path
AUD-002322,AUD-002322.wav,us8k_68389-3-1-0.wav,Animal Sound,UrbanSound8K:68389,CC BY-NC 3.0 (UrbanSound8K),0.607,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,6f28a056f1416489d11301d5e7bf542a45b98b29d5debda81a56217d408ebcb0,audio_dataset/processed/train/Animal Sound/AUD-002322.wav
AUD-002323,AUD-002323.wav,us8k_68389-3-2-0.wav,Animal Sound,UrbanSound8K:68389,CC BY-NC 3.0 (UrbanSound8K),1.409,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,3553cd0be92f8d0fcc0c92650ea12c923f7bdf4948d63c04ee462cb6bad99c69,audio_dataset/processed/train/Animal Sound/AUD-002323.wav
AUD-002324,AUD-002324.wav,us8k_69661-3-0-14.wav,Animal Sound,UrbanSound8K:69661,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,val,Good,1b6f45d427ca6a4a2ced2bd60177b70b656151db06d078e57561e8a00eb6f947,audio_dataset/processed/val/Animal Sound/AUD-002324.wav
AUD-002325,AUD-002325.wav,us8k_69661-3-0-23.wav,Animal Sound,UrbanSound8K:69661,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,771c4780807e480cb78a85dbd13a7cc0fc88906664f15d0a35424f92be400d4f,audio_dataset/processed/train/Animal Sound/AUD-002325.wav
AUD-002326,AUD-002326.wav,us8k_69661-3-0-29.wav,Animal Sound,UrbanSound8K:69661,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,val,Good,806cf61339bfb8638dce5f5744d93fa698906afa96cb4372139ddc8c76fbd755,audio_dataset/processed/val/Animal Sound/AUD-002326.wav
AUD-002327,AUD-002327.wav,us8k_69777-3-0-0.wav,Animal Sound,UrbanSound8K:69777,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,3fcae4bf83f813fa54e51bd08b203f882ad9454d215e39ac207bd706088bbcc7,audio_dataset/processed/train/Animal Sound/AUD-002327.wav
AUD-002328,AUD-002328.wav,us8k_69777-3-0-1.wav,Animal Sound,UrbanSound8K:69777,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,6c0aac693160807fd6f7876f707aadb51ac2e2f6a3e3a32079f3c064e8fb1815,audio_dataset/processed/train/Animal Sound/AUD-002328.wav
AUD-002329,AUD-002329.wav,us8k_69777-3-0-2.wav,Animal Sound,UrbanSound8K:69777,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,fbad432c7ac8654aecb5eccba5338e7213db4db79c3412efe1fb8a7a5dc6837d,audio_dataset/processed/train/Animal Sound/AUD-002329.wav
AUD-002330,AUD-002330.wav,us8k_69883-3-0-20.wav,Animal Sound,UrbanSound8K:69883,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,val,Acceptable,d6f95eaaf25d21480a5565174a9d2d430c7138fc00c1cb9af65bdae0d777e0f2,audio_dataset/processed/val/Animal Sound/AUD-002330.wav
AUD-002331,AUD-002331.wav,us8k_69883-3-0-5.wav,Animal Sound,UrbanSound8K:69883,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Acceptable,7c26a5397488189bbeaadcda2edb7affedd2f11c64eed55435e59301a21ed972,audio_dataset/processed/train/Animal Sound/AUD-002331.wav
AUD-002332,AUD-002332.wav,us8k_69883-3-0-9.wav,Animal Sound,UrbanSound8K:69883,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Acceptable,7310e92a09e657914851cd2f95d2d3fa93f3874c4e1bc71e98ef9d8fe21ade2c,audio_dataset/processed/train/Animal Sound/AUD-002332.wav
AUD-002333,AUD-002333.wav,us8k_70098-3-0-0.wav,Animal Sound,UrbanSound8K:70098,CC BY-NC 3.0 (UrbanSound8K),2.14,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,b92585bf035288e2467ef6fb5991536074a2a03d4440a9cfd4b5aed960398b06,audio_dataset/processed/train/Animal Sound/AUD-002333.wav
AUD-002334,AUD-002334.wav,us8k_70098-3-1-0.wav,Animal Sound,UrbanSound8K:70098,CC BY-NC 3.0 (UrbanSound8K),2.55,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,0e703be58ed96fd52a2b4c16438f7572b0b992fe31383ed2d20bee0ae360d891,audio_dataset/processed/train/Animal Sound/AUD-002334.wav
AUD-002335,AUD-002335.wav,us8k_70098-3-2-0.wav,Animal Sound,UrbanSound8K:70098,CC BY-NC 3.0 (UrbanSound8K),2.24,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,341bb26a0af5975846e192683720a4772e6818b07bdc0af6fa12397aa2d4a4ce,audio_dataset/processed/train/Animal Sound/AUD-002335.wav
AUD-002336,AUD-002336.wav,us8k_70098-3-3-0.wav,Animal Sound,UrbanSound8K:70098,CC BY-NC 3.0 (UrbanSound8K),1.086,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,6b1dd052c4114dd8f0bb71e831bf6b54923bdde1f30122b271f0bd1566de1d78,audio_dataset/processed/train/Animal Sound/AUD-002336.wav
AUD-002337,AUD-002337.wav,us8k_70168-3-1-11.wav,Animal Sound,UrbanSound8K:70168,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,1,outdoor-urban,unknown,,0,,,train,Good,8001afa057d4a113d050a54eac15004d0f8af612e7d57b463dcdafbeb47f7f01,audio_dataset/processed/train/Animal Sound/AUD-002337.wav
AUD-002338,AUD-002338.wav,us8k_70168-3-1-13.wav,Animal Sound,UrbanSound8K:70168,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,1,outdoor-urban,unknown,,0,,,val,Good,6a521965a79568f7098675f9c51e97806cefef64a20494b9a81f7f9007ec84f8,audio_dataset/processed/val/Animal Sound/AUD-002338.wav
AUD-002339,AUD-002339.wav,us8k_70168-3-1-20.wav,Animal Sound,UrbanSound8K:70168,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,1,outdoor-urban,unknown,,0,,,train,Good,83d60349fe669efe2fa79186859c5d46a3fab613a69a1bf87c727da0375ec798,audio_dataset/processed/train/Animal Sound/AUD-002339.wav
AUD-002340,AUD-002340.wav,us8k_70168-3-1-24.wav,Animal Sound,UrbanSound8K:70168,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,1,outdoor-urban,unknown,,0,,,val,Good,118314b07ec02a63e2da505567f47ecb3b1d6bc2a07e76b21560790322e2762d,audio_dataset/processed/val/Animal Sound/AUD-002340.wav
AUD-002341,AUD-002341.wav,us8k_71312-3-0-1.wav,Animal Sound,UrbanSound8K:71312,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,val,Good,ecb8772816f3d0787d3082d30f38365d6f39c17fc3feb9c320e1dbe3a06675a2,audio_dataset/processed/val/Animal Sound/AUD-002341.wav
AUD-002342,AUD-002342.wav,us8k_71312-3-0-2.wav,Animal Sound,UrbanSound8K:71312,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,test,Good,d9ab5e08b720a0343a63eb40282226a609990c1aa6c3178c8639b1700fd17eab,audio_dataset/processed/test/Animal Sound/AUD-002342.wav
AUD-002343,AUD-002343.wav,us8k_71312-3-0-4.wav,Animal Sound,UrbanSound8K:71312,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,507fccdbf5c755be43b45fbee9f633d379793a09ce2ab3f6d0b11eca0513c308,audio_dataset/processed/train/Animal Sound/AUD-002343.wav
AUD-002344,AUD-002344.wav,us8k_71312-3-0-5.wav,Animal Sound,UrbanSound8K:71312,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,e1f7fbbda2303eb736143c81ca0e0a776200ea89e54adbc617189d5a765c980c,audio_dataset/processed/train/Animal Sound/AUD-002344.wav
AUD-002345,AUD-002345.wav,us8k_71700-3-3-2.wav,Animal Sound,UrbanSound8K:71700,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,48000,2,outdoor-urban,unknown,,0,,,val,Good,ef381b95b495360877cea6cadf8ec5ac762d2e61a936bb45100315a0a538d7fc,audio_dataset/processed/val/Animal Sound/AUD-002345.wav
AUD-002346,AUD-002346.wav,us8k_71700-3-4-0.wav,Animal Sound,UrbanSound8K:71700,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,48000,2,outdoor-urban,unknown,,0,,,val,Good,d31b746c7df35eed3e956600072c6f7028818dc255f026d11f445929eeefa6bf,audio_dataset/processed/val/Animal Sound/AUD-002346.wav
AUD-002347,AUD-002347.wav,us8k_71700-3-4-1.wav,Animal Sound,UrbanSound8K:71700,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,48000,2,outdoor-urban,unknown,,0,,,train,Good,7e70ec4b65e3e75cead0b679d2b1965ebebffc1169c96b7d4612ab00db8ffb23,audio_dataset/processed/train/Animal Sound/AUD-002347.wav
AUD-002348,AUD-002348.wav,us8k_71700-3-4-3.wav,Animal Sound,UrbanSound8K:71700,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,48000,2,outdoor-urban,unknown,,0,,,train,Good,a423265a49f6555dba715c206f99f5afefa49af124a37285dc1b016f053543c4,audio_dataset/processed/train/Animal Sound/AUD-002348.wav
AUD-002349,AUD-002349.wav,us8k_72220-3-0-0.wav,Animal Sound,UrbanSound8K:72220,CC BY-NC 3.0 (UrbanSound8K),3.04,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,test,Good,2d5d76378dc7937c3a6f86ff0ef1f99a7ddda8f008d08953113d5620769782e7,audio_dataset/processed/test/Animal Sound/AUD-002349.wav
AUD-002350,AUD-002350.wav,us8k_72220-3-2-2.wav,Animal Sound,UrbanSound8K:72220,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,685c48f686d2f246b545d09027c95d9ce72b971409f65eca5f8c7c7a9a794680,audio_dataset/processed/train/Animal Sound/AUD-002350.wav
AUD-002351,AUD-002351.wav,us8k_72220-3-2-3.wav,Animal Sound,UrbanSound8K:72220,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,1dc6ffb6aacac2e5ed65bee6aace952dc08f0f887ce36d290d3159207ce4f03a,audio_dataset/processed/train/Animal Sound/AUD-002351.wav
AUD-002352,AUD-002352.wav,us8k_72220-3-2-4.wav,Animal Sound,UrbanSound8K:72220,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,2671efb35d7dcbab284c5a096147ee0c2fab2621ab20a70b0229bb212356f7bb,audio_dataset/processed/train/Animal Sound/AUD-002352.wav
AUD-002353,AUD-002353.wav,us8k_72221-3-1-0.wav,Animal Sound,UrbanSound8K:72221,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,4e63ac1ec1aa98840b831823659f0750f614347a2d71ebad93780c69b20e03cd,audio_dataset/processed/train/Animal Sound/AUD-002353.wav
AUD-002354,AUD-002354.wav,us8k_72221-3-4-1.wav,Animal Sound,UrbanSound8K:72221,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,test,Good,90266efec8e415b120426ad1c97f04ba5d1539107d4881c6f76a6c1e4075f41d,audio_dataset/processed/test/Animal Sound/AUD-002354.wav
AUD-002355,AUD-002355.wav,us8k_72221-3-4-5.wav,Animal Sound,UrbanSound8K:72221,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,3c941dbe76306dc83daee11a0fa1d3892103e87b5aafd4549534adffefd6ac5e,audio_dataset/processed/train/Animal Sound/AUD-002355.wav
AUD-002356,AUD-002356.wav,us8k_72221-3-4-7.wav,Animal Sound,UrbanSound8K:72221,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,val,Good,3f0ad95257f24d025ea3f57e1adb6ad2f42123d13a60a36be7c871b4bd969a2c,audio_dataset/processed/val/Animal Sound/AUD-002356.wav
AUD-002357,AUD-002357.wav,us8k_72261-3-0-17.wav,Animal Sound,UrbanSound8K:72261,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,683bfea677c4a50b4cc5c213ac1e7443b51c00194a5a482a170fca70cc316df7,audio_dataset/processed/train/Animal Sound/AUD-002357.wav
AUD-002358,AUD-002358.wav,us8k_72261-3-0-23.wav,Animal Sound,UrbanSound8K:72261,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,val,Good,45a0eb74a282bc377c502b7b7b85cef5573e945fb0f6bdb7b112e7dd223faade,audio_dataset/processed/val/Animal Sound/AUD-002358.wav
AUD-002359,AUD-002359.wav,us8k_72261-3-0-27.wav,Animal Sound,UrbanSound8K:72261,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,7e22c3be9b79517516b26f77016d1e4d3787ce2e8cfbd3d46190a76caa0bab0c,audio_dataset/processed/train/Animal Sound/AUD-002359.wav
AUD-002360,AUD-002360.wav,us8k_72261-3-0-6.wav,Animal Sound,UrbanSound8K:72261,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,00e99d3fa050c7ad3a2336f8240e5fea1e755bedb4f2ecf96eb1d890ee45cb07,audio_dataset/processed/train/Animal Sound/AUD-002360.wav
AUD-002361,AUD-002361.wav,us8k_72265-3-15-0.wav,Animal Sound,UrbanSound8K:72265,CC BY-NC 3.0 (UrbanSound8K),3.27,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,8d671dcb781dda7495b80a896fb0b2673097ff4b75fe310d698acb3589ffd1e6,audio_dataset/processed/train/Animal Sound/AUD-002361.wav
AUD-002362,AUD-002362.wav,us8k_72265-3-4-0.wav,Animal Sound,UrbanSound8K:72265,CC BY-NC 3.0 (UrbanSound8K),2.1,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,val,Good,09e1514e8eb91ee22d9ab577f7764b6e218159a236a7a98df1994362b8a09d49,audio_dataset/processed/val/Animal Sound/AUD-002362.wav
AUD-002363,AUD-002363.wav,us8k_72265-3-5-0.wav,Animal Sound,UrbanSound8K:72265,CC BY-NC 3.0 (UrbanSound8K),3.097,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,46e09cb30763b3bc40a89fca9b15ff0c3ee0f45c03891261b856fd5a9319e412,audio_dataset/processed/train/Animal Sound/AUD-002363.wav
AUD-002364,AUD-002364.wav,us8k_72265-3-7-0.wav,Animal Sound,UrbanSound8K:72265,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,c1a25eff22587b197698ec2bb90c4c8988aa726ecf581b68a1fdc6c5ea776e8f,audio_dataset/processed/train/Animal Sound/AUD-002364.wav
AUD-002365,AUD-002365.wav,us8k_72537-3-0-2.wav,Animal Sound,UrbanSound8K:72537,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,11025,2,outdoor-urban,unknown,,0,,,train,Poor,7a2e7bafc57380770777111dce513656bb29d93ad8b3d53b0864564b4792e977,audio_dataset/processed/train/Animal Sound/AUD-002365.wav
AUD-002366,AUD-002366.wav,us8k_72537-3-0-6.wav,Animal Sound,UrbanSound8K:72537,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,11025,2,outdoor-urban,unknown,,0,,,val,Poor,1e399ef0728d29dce4a72bd76ea57afff5063f9ab214991204e963adb2af25c6,audio_dataset/processed/val/Animal Sound/AUD-002366.wav
AUD-002367,AUD-002367.wav,us8k_72537-3-0-8.wav,Animal Sound,UrbanSound8K:72537,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,11025,2,outdoor-urban,unknown,,0,,,train,Poor,ab23a42072509193d2ff601be265389f42c796ab51f4086c282f2071da52ebaa,audio_dataset/processed/train/Animal Sound/AUD-002367.wav
AUD-002368,AUD-002368.wav,us8k_72538-3-0-0.wav,Animal Sound,UrbanSound8K:72538,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,11025,2,outdoor-urban,unknown,,0,,,train,Good,7ef7346cc5e5d476e24670a03d6a563d280f05508815de1a01a329a4a2ad5d89,audio_dataset/processed/train/Animal Sound/AUD-002368.wav
AUD-002369,AUD-002369.wav,us8k_72538-3-0-1.wav,Animal Sound,UrbanSound8K:72538,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,11025,2,outdoor-urban,unknown,,0,,,train,Good,d686889b53b11d3965fcad9390b5e987314660b8fe35bc69114faee5a8353e07,audio_dataset/processed/train/Animal Sound/AUD-002369.wav
AUD-002370,AUD-002370.wav,us8k_72538-3-0-3.wav,Animal Sound,UrbanSound8K:72538,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,11025,2,outdoor-urban,unknown,,0,,,test,Good,8d7c121bc08746201b69e37ba2c66be9a2a172481176f1faa56efd98097aad64,audio_dataset/processed/test/Animal Sound/AUD-002370.wav
AUD-002371,AUD-002371.wav,us8k_72538-3-0-4.wav,Animal Sound,UrbanSound8K:72538,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,11025,2,outdoor-urban,unknown,,0,,,train,Good,3370815c32d2b2d11a7d5d7b9f9a32d9223e316b5e90e2004d600c46f3380644,audio_dataset/processed/train/Animal Sound/AUD-002371.wav
AUD-002372,AUD-002372.wav,us8k_72539-3-0-1.wav,Animal Sound,UrbanSound8K:72539,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,11025,2,outdoor-urban,unknown,,0,,,val,Good,321cb10838e2ad03800977b15709d65b1612defe237e354b43d1f42326e334f9,audio_dataset/processed/val/Animal Sound/AUD-002372.wav
AUD-002373,AUD-002373.wav,us8k_72539-3-0-5.wav,Animal Sound,UrbanSound8K:72539,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,11025,2,outdoor-urban,unknown,,0,,,val,Good,82881e12a8d2acd7cc866cbc562768628f53237672885427b1943c10acc2e951,audio_dataset/processed/val/Animal Sound/AUD-002373.wav
AUD-002374,AUD-002374.wav,us8k_72539-3-0-6.wav,Animal Sound,UrbanSound8K:72539,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,11025,2,outdoor-urban,unknown,,0,,,train,Good,983abdc11c90350cb0736f72d5f7e211170e9183d081929e651b54291917d4d8,audio_dataset/processed/train/Animal Sound/AUD-002374.wav
AUD-002375,AUD-002375.wav,us8k_72539-3-0-8.wav,Animal Sound,UrbanSound8K:72539,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,11025,2,outdoor-urban,unknown,,0,,,train,Good,85b17e129f125c51535f9094f5590735578811319253e2a6b6ee3a8167efdb66,audio_dataset/processed/train/Animal Sound/AUD-002375.wav
AUD-002376,AUD-002376.wav,us8k_72579-3-0-0.wav,Animal Sound,UrbanSound8K:72579,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,val,Acceptable,e1082029ff154dcda3f7b0e2f6f45364217240b44c86edd09ec1407caa1f2392,audio_dataset/processed/val/Animal Sound/AUD-002376.wav
AUD-002377,AUD-002377.wav,us8k_72579-3-0-2.wav,Animal Sound,UrbanSound8K:72579,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,22df3c2cd277d1b34b2d90380e59392f5eded079045cfa3303244159782f29be,audio_dataset/processed/train/Animal Sound/AUD-002377.wav
AUD-002378,AUD-002378.wav,us8k_72579-3-0-3.wav,Animal Sound,UrbanSound8K:72579,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,9c76cd15ad29a83c6a93a1b3bbef0990e2cb699b7568dfad2d83fd18f5d96ef3,audio_dataset/processed/train/Animal Sound/AUD-002378.wav
AUD-002379,AUD-002379.wav,us8k_72579-3-0-4.wav,Animal Sound,UrbanSound8K:72579,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,84d72658a5bf7fcd2d0ec7f0cfadc7848994bb599923e58664719483639368ec,audio_dataset/processed/train/Animal Sound/AUD-002379.wav
AUD-002380,AUD-002380.wav,us8k_72723-3-0-0.wav,Animal Sound,UrbanSound8K:72723,CC BY-NC 3.0 (UrbanSound8K),1.41,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Acceptable,1781b78281afb98bd676c5253cb70593f377bafbcfb923486ab48bbc5cbf2cdf,audio_dataset/processed/train/Animal Sound/AUD-002380.wav
AUD-002381,AUD-002381.wav,us8k_72724-3-1-0.wav,Animal Sound,UrbanSound8K:72724,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,test,Good,013acca6835f8b557e1d6e83f66f27e371fc57d1b6e523b521fc1a7a2409d5c3,audio_dataset/processed/test/Animal Sound/AUD-002381.wav
AUD-002382,AUD-002382.wav,us8k_72724-3-2-7.wav,Animal Sound,UrbanSound8K:72724,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,e16582a2987083fb839c317db47bb4e56d996c765c215b0de062e1abefbdae1f,audio_dataset/processed/train/Animal Sound/AUD-002382.wav
AUD-002383,AUD-002383.wav,us8k_72724-3-2-8.wav,Animal Sound,UrbanSound8K:72724,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,a458ebcb81a9221ca5f2201e8dcec2b8fa208ceb1492782b360485556ed2cecb,audio_dataset/processed/train/Animal Sound/AUD-002383.wav
AUD-002384,AUD-002384.wav,us8k_72724-3-2-9.wav,Animal Sound,UrbanSound8K:72724,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,209b99c17c39e23a09b1d51ad4932c7697ee1e9eba8ef0bcc17f77034aff88f3,audio_dataset/processed/train/Animal Sound/AUD-002384.wav
AUD-002385,AUD-002385.wav,us8k_72829-3-0-0.wav,Animal Sound,UrbanSound8K:72829,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,22050,1,outdoor-urban,unknown,,0,,,train,Good,6b43e7d7e5cc0f97588efa2aac3f2c73a55fd99bb327ffa365b7780e10872e90,audio_dataset/processed/train/Animal Sound/AUD-002385.wav
AUD-002386,AUD-002386.wav,us8k_72829-3-0-1.wav,Animal Sound,UrbanSound8K:72829,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,22050,1,outdoor-urban,unknown,,0,,,val,Good,cf4fbda8b74b9112458e64eb78a042f8a289210b66854d7ba2b883a7b6ae91d0,audio_dataset/processed/val/Animal Sound/AUD-002386.wav
AUD-002387,AUD-002387.wav,us8k_72829-3-0-2.wav,Animal Sound,UrbanSound8K:72829,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,22050,1,outdoor-urban,unknown,,0,,,train,Good,0a183ee150db78058d4ac1526e4980cf0c7800b7c18bc857d5dea37588404d02,audio_dataset/processed/train/Animal Sound/AUD-002387.wav
AUD-002388,AUD-002388.wav,us8k_73373-3-0-0.wav,Animal Sound,UrbanSound8K:73373,CC BY-NC 3.0 (UrbanSound8K),2.927,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,edf3834874df7eb88bb8790695b2a8cf267ad3051046d6cb00423c21f0cee436,audio_dataset/processed/train/Animal Sound/AUD-002388.wav
AUD-002389,AUD-002389.wav,us8k_7383-3-0-0.wav,Animal Sound,UrbanSound8K:7383,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,val,Good,8b5ed417422073c7536f196e735058f517bad81fb5283d401b6251d428f2de9f,audio_dataset/processed/val/Animal Sound/AUD-002389.wav
AUD-002390,AUD-002390.wav,us8k_7383-3-0-1.wav,Animal Sound,UrbanSound8K:7383,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,1db3e5cebaeeab75cdf686541433d9dc64d21eec1973db3703b96d7f61cd8edc,audio_dataset/processed/train/Animal Sound/AUD-002390.wav
AUD-002391,AUD-002391.wav,us8k_7383-3-1-0.wav,Animal Sound,UrbanSound8K:7383,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,242f1df951ca0e9f2faa5dd0bc55995872770044575f2a6a5c1d980a44d57e6e,audio_dataset/processed/train/Animal Sound/AUD-002391.wav
AUD-002392,AUD-002392.wav,us8k_74495-3-0-0.wav,Animal Sound,UrbanSound8K:74495,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,50a95906b24817559815938843e0ded5b6cde18857e7cbecaff6d6b7754ae246,audio_dataset/processed/train/Animal Sound/AUD-002392.wav
AUD-002393,AUD-002393.wav,us8k_74495-3-0-1.wav,Animal Sound,UrbanSound8K:74495,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,test,Good,0327e2d2289f01436a368f8dd22b11f106df4e16fbb2871bfd194ac9da106155,audio_dataset/processed/test/Animal Sound/AUD-002393.wav
AUD-002394,AUD-002394.wav,us8k_74513-3-0-0.wav,Animal Sound,UrbanSound8K:74513,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,f9171d82e3a35176de39d2f0291826a8340ac0544588cc8a5a9e4b5e571b566f,audio_dataset/processed/train/Animal Sound/AUD-002394.wav
AUD-002395,AUD-002395.wav,us8k_74513-3-0-3.wav,Animal Sound,UrbanSound8K:74513,CC BY-NC 3.0 (UrbanSound8K),4.0,44100.0,1.0,44100,2,outdoor-urban,unknown,,0,,,train,Good,6edd0174c38cb7f0d1b710c0f85804e60f5c06ba66c1b7a8041495b8c11b7746,audio_dataset/processed/train/Animal Sound/AUD-002395.wav
