file,reason
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__54_.wav,exact duplicate of gun_M16_5__54_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__59_.wav,exact duplicate of gun_M16_5__59_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__60_.wav,exact duplicate of gun_M16_5__60_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__61_.wav,exact duplicate of gun_M16_5__61_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__63_.wav,exact duplicate of gun_M16_5__63_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__65_.wav,exact duplicate of gun_M16_5__65_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__68_.wav,exact duplicate of gun_M16_5__68_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__69_.wav,exact duplicate of gun_M16_5__69_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__70_.wav,exact duplicate of gun_M16_5__70_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__72_.wav,exact duplicate of gun_M16_5__72_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__73_.wav,exact duplicate of gun_M16_5__73_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__74_.wav,exact duplicate of gun_M16_5__74_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__75_.wav,exact duplicate of gun_M16_5__75_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__76_.wav,exact duplicate of gun_M16_5__76_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__77_.wav,exact duplicate of gun_M16_5__77_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__78_.wav,exact duplicate of gun_M16_5__78_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__7_.wav,exact duplicate of gun_M16_5__7_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__83_.wav,exact duplicate of gun_M16_5__83_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__84_.wav,exact duplicate of gun_M16_5__84_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__88_.wav,exact duplicate of gun_M16_5__88_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__89_.wav,exact duplicate of gun_M16_5__89_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__90_.wav,exact duplicate of gun_M16_5__90_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__95_.wav,exact duplicate of gun_M16_5__95_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__96_.wav,exact duplicate of gun_M16_5__96_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__97_.wav,exact duplicate of gun_M16_5__97_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__99_.wav,exact duplicate of gun_M16_5__99_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\gun_M4_4__9_.wav,exact duplicate of gun_M16_5__9_.wav
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_135544-6-11-0.wav,unusable: Too short (0.50s < 0.5s); Some clipping (0.19% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_159708-6-0-0.wav,unusable: Too short (0.34s < 0.5s)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_159708-6-1-0.wav,unusable: Too short (0.29s < 0.5s); Severe clipping (5.2% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_159708-6-2-0.wav,unusable: Too short (0.29s < 0.5s); Severe clipping (9.3% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_159708-6-3-0.wav,unusable: Too short (0.30s < 0.5s); Severe clipping (5.7% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_159708-6-4-0.wav,unusable: Too short (0.30s < 0.5s); Severe clipping (2.5% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_159708-6-5-0.wav,unusable: Too short (0.31s < 0.5s); Some clipping (0.35% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_162433-6-1-0.wav,unusable: Too short (0.50s < 0.5s); Some clipping (0.39% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_162433-6-2-0.wav,unusable: Too short (0.43s < 0.5s); Some clipping (0.44% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_162433-6-3-0.wav,unusable: Too short (0.46s < 0.5s); Some clipping (0.38% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_162433-6-7-0.wav,unusable: Too short (0.44s < 0.5s); Some clipping (0.41% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_162433-6-8-0.wav,unusable: Too short (0.43s < 0.5s); Some clipping (0.34% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_23161-6-0-0.wav,unusable: Too short (0.27s < 0.5s); Low signal strength (-39 dBFS)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_23161-6-1-0.wav,unusable: Too short (0.32s < 0.5s); Low signal strength (-41 dBFS)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_24631-6-0-0.wav,unusable: Too short (0.26s < 0.5s)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_24632-6-0-0.wav,unusable: Too short (0.49s < 0.5s)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_24632-6-1-0.wav,unusable: Too short (0.28s < 0.5s)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_24652-6-0-0.wav,unusable: Too short (0.48s < 0.5s)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_76090-6-0-0.wav,unusable: Too short (0.48s < 0.5s)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_76090-6-1-0.wav,unusable: Too short (0.37s < 0.5s); Some clipping (0.92% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_76091-6-0-0.wav,unusable: Too short (0.41s < 0.5s); Some clipping (0.80% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_76091-6-1-0.wav,unusable: Too short (0.42s < 0.5s); Some clipping (0.27% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_76091-6-2-0.wav,unusable: Too short (0.20s < 0.5s)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_76091-6-3-0.wav,unusable: Too short (0.18s < 0.5s); Some clipping (0.80% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Gunshot\us8k_76091-6-4-0.wav,unusable: Too short (0.17s < 0.5s); Some clipping (0.40% of samples)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\rec_S00_20260924_015723_024.wav,unusable: Silent or near-silent recording; Very low signal strength (-70 dBFS)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\rec_S00_20260924_020512_028.wav,unusable: Silent or near-silent recording; Very low signal strength (-68 dBFS)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\rec_S00_20260924_020518_029.wav,unusable: Silent or near-silent recording; Very low signal strength (-69 dBFS)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\rec_S00_20260924_020525_030.wav,unusable: Silent or near-silent recording; Very low signal strength (-70 dBFS)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\rec_S00_20260924_021522_033.wav,unusable: Silent or near-silent recording; Very low signal strength (-69 dBFS)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\rec_S00_20260924_021529_034.wav,unusable: Silent or near-silent recording; Very low signal strength (-68 dBFS)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\rec_S00_20260924_021548_037.wav,unusable: Silent or near-silent recording; Very low signal strength (-66 dBFS)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\rec_S00_20260924_021959_041.wav,unusable: Silent or near-silent recording; Very low signal strength (-69 dBFS)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\rec_S00_20260924_022124_047.wav,unusable: Silent or near-silent recording; Very low signal strength (-68 dBFS)
C:\Users\CZ\Desktop\SonicSentinel AI\audio_dataset\raw\Background Noise\rec_S00_20260924_022131_048.wav,unusable: Silent or near-silent recording; Very low signal strength (-68 dBFS)
